Name,ApplicationRole,InputParameters,OutputParameters,ResultSets
controlling.usp_DEL_fm_fl_c_ob_ms_lnk,controller,@formid:System.Int64;@commonobjlistid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_fm_fl_c_ob_rb_lnk,controller,@formid:System.Int64;@commonobjlistid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_fm_fl_com_obj_ms_def,controller,@formid:System.Int64;@commonobjlistid:System.Int64;@commonobjectid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_fm_fl_crtd_by_id_link,controller,@formid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_fm_fl_crtd_by_nm_link,controller,@formid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_fm_fl_funct_lst_links,controller,@formid:System.Int64;@genfield_nameid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_form_doc_created_link,controller,@formid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_form_doc_date_link,controller,@formid:System.Int64;@docdatenameid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_form_doc_int_link,controller,@formid:System.Int64;@docintnameid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_form_doc_lock_link,controller,@formid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_form_doc_ms_link,controller,@formid:System.Int64;@docmslistid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_form_doc_multi_sel_def,controller,@formid:System.Int64;@docmslistid:System.Int64;@docmsattrid:System.Int64,@message:System.String;@transaction_status:System.String,1
controlling.usp_DEL_form_doc_radiob_link,controller,@formid:System.Int64;@docradioblistid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_form_doc_real_link,controller,@formid:System.Int64;@docrealnameid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_form_doc_tr_grp_link,controller,@formid:System.Int64;@transactiongroup.System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_form_file_created_link,controller,@formid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_form_file_retentn_link,controller,@formid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_form_file_date_link,controller,@formid:System.Int64;@filedatenameid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_form_file_hash_link,controller,@formid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_form_file_int_link,controller,@formid:System.Int64;@fileintnameid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_form_file_ms_link,controller,@formid:System.Int64;@filemultiselectlistid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_form_file_name_link,controller,@formid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_form_file_plist_links,controller,@formid:System.Int64;@genfield_nameid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_form_file_radiob_link,controller,@formid:System.Int64;@file_radioblistid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_form_file_real_link,controller,@formid:System.Int64;@filerealnameid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_form_file_size_link,controller,@formid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_form_file_tr_grp_link,controller,@formid:System.Int64;@transactiongroup:System.Int64',@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_frm_doc_free_txt_link,controller,@formid:System.Int64;@docfreetextnameid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_frm_doc_funct_links,controller,@formid:System.Int64;@genfield_nameid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_frm_doc_ppl_lst_lnks,controller,@formid:System.Int64;@genfield_nameid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_frm_file_free_txt_link,controller,@formid:System.Int64;@filefreetextnameid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_frm_file_funct_links,controller,@formid:System.Int64;@genfield_nameid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_frm_file_multi_sel_def,controller,@formid:System.Int64;@filemslistid:System.Int64;@filemsattrid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_function_list,controller,@functionlistid:System.Int64;@functionid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_function_list_name,controller,@id_to_delete:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_people_list,controller,@peoplelistid:System.Int64;@sidid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_people_list_name,controller,@id_to_delete:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_restricted_form_id,controller,@id_to_delete:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_tag_br_tr_perm_flist,controller,@tag_br_treeid:System.Int64;@functionlistid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_tag_br_tr_perm_plist,controller,@tag_br_treeid:System.Int64;@peoplelistid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_tag_browsing_tree,controller,@tag_br_treeid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_tag_group_id_name,controller,@tag_groupid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_tag_group_perm_flist,controller,@tag_groupid:System.Int64;@functionlistid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_tag_group_perm_plist,controller,@tag_groupid:System.Int64;@peoplelistid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_tag_tree,controller,@tag_treeid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_tag_tree_perm_flist,controller,@tag_treeid:System.Int64;@functionlistid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_tag_tree_perm_plist,controller,@tag_treeid:System.Int64;@peoplelistid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_transaction_group,controller,@transactiongroup:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_wf_step_duty_funct,controller,@instance_step_id:System.Int64;@functionid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_workflow_instance_def,controller,@recordid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_workflow_instance_step,controller,@recordid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_DEL_workflow_participant,controller,@instance_step_id:System.Int64;@sidid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_common_object,controller,@mnemonic:System.String;@objectname:System.String;@description:System.String;@commonobjattrid:System.Int32,@message:System.String;@transaction_status:System.String;@newrecordid:System.Int64,0
controlling.usp_INS_common_object_lst_item,controller,@commonobjlistid:System.Int64;@commonobjectid:System.Int64;@listposition:System.Int16,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_contr_doc_group_link,controller,@documentid:System.String;@contr_doc_ed_grp_name_id:System.Int64;@inputnotes:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_contr_file_group_link,controller,@fileid:System.Int64;@contr_file_ed_grp_name_id:System.Int64;@inputnotes:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_doc_gp_ed_perm_funct,controller,@docgroupid:System.Int64;@functionlistid:System.Int64;@inputnotes:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_doc_gp_ed_perm_people,controller,@docgroupid:System.Int64;@peoplelistid:System.Int64;@inputnotes:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_doc_group_name,controller,@mnemonic:System.String;@attribute_name:System.String;@description:System.String,@message:System.String;@transaction_status:System.String;@newrecordid:System.Int64,0
controlling.usp_INS_document_id,controller,@documentid:System.String;@transactiongroup:System.Int64;@idlockstatus:System.String,@message:System.String;@transaction_status:System.String;@newdocumentid:System.String,1
controlling.usp_INS_duty_function,controller,@mnemonic:System.String;@function_name:System.String;@description:System.String,@message:System.String;@transaction_status:System.String;@newrecordid:System.Int64,0
controlling.usp_INS_duty_function_sid_link,controller,@functionid:System.Int64;@sidrecordid:System.Int64;@inputnotes:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_file_gp_ed_perm_funct,controller,@filegroupid:System.Int64;@functionlistid:System.Int64;@inputnotes:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_file_gp_ed_perm_people,controller,@filegroupid:System.Int64;@peoplelistid:System.Int64;@inputnotes:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_file_group_name,controller,@mnemonic:System.String;@attribute_name:System.String;@description:System.String,@message:System.String;@transaction_status:System.String;@newrecordid:System.Int64,0
controlling.usp_INS_fm_dc_c_ob_ms_def,controller,@formid:System.Int64;@commonobjlistid:System.Int64;@commonobjectid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_fm_dc_c_ob_ms_lnk,controller,@formid:System.Int64;@commonobjlistid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_fm_dc_c_ob_rb_lnk,controller,@formid:System.Int64;@commonobjlistid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String;@defcommonobjid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_fm_doc_crtd_by_id_link,controller,@formid:System.Int64;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_fm_doc_crtd_by_nm_link,controller,@formid:System.Int64;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_fm_doc_funct_lst_links,controller,@formid:System.Int64;@genfield_nameid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_fm_fl_c_ob_ms_lnk,controller,@formid:System.Int64;@commonobjlistid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_fm_fl_c_ob_rb_lnk,controller,@formid:System.Int64;@commonobjlistid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String;@defcommonobjid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_fm_fl_com_obj_ms_def,controller,@formid:System.Int64;@commonobjlistid:System.Int64;@commonobjectid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_fm_fl_crtd_by_id_link,controller,@formid:System.Int64;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_fm_fl_crtd_by_nm_link,controller,@formid:System.Int64;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_fm_fl_funct_lst_links,controller,@formid:System.Int64;@genfield_nameid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_form_doc_created_link,controller,@formid:System.Int64;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_form_doc_date_link,controller,@formid:System.Int64;@docdatenameid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_form_doc_free_text_lnk,controller,@formid:System.Int64;@docfreetextnameid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_form_doc_int_lnk,controller,@formid:System.Int64;@docintnameid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_form_doc_lock_link,controller,@formid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_form_doc_ms_link,controller,@formid:System.Int64;@docmslistid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_form_doc_multi_sel_def,controller,@formid:System.Int64;@docmslistid:System.Int64;@docmsattrid:System.Int64,@message:System.String;@transaction_status:System.String,1
controlling.usp_INS_form_doc_radiob_link,controller,@formid:System.Int64;@docradioblistid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String;@defaultdocrb_attrid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_form_doc_real_link,controller,@formid:System.Int64;@docrealnameid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_form_doc_tr_grp_link,controller,@formid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_form_file_created_link,controller,@formid:System.Int64;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_form_file_retentn_link,controller,@formid:System.Int64;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_form_file_date_link,controller,@formid:System.Int64;@filedatenameid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_form_file_free_txt_lnk,controller,@formid:System.Int64;@filefreetextnameid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_form_file_hash_link,controller,@formid:System.Int64;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_form_file_int_lnk,controller,@formid:System.Int64;@fileintnameid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_form_file_ms_link,controller,@formid:System.Int64;@filemultiselectlistid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_form_file_name_link,controller,@formid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_form_file_plist_links,controller,@formid:System.Int64;@genfield_nameid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_form_file_radiob_link,controller,@formid:System.Int64;@file_radioblistid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String;@defaultfile_rb_attrid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_form_file_real_link,controller,@formid:System.Int64;@filerealnameid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_form_file_size_link,controller,@formid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_form_file_tr_grp_link,controller,@formid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_form_id_name,controller,@mnemonic:System.String;@formname:System.String;@description:System.String;@listposition:System.Int32;@formgroupid:System.Int32,@message:System.String;@transaction_status:System.String;@newrecordid:System.Int64,0
controlling.usp_INS_frm_doc_funct_links,controller,@formid:System.Int64;@genfield_nameid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_frm_doc_ppl_lst_lnks,controller,@formid:System.Int64;@genfield_nameid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_frm_file_funct_links,controller,@formid:System.Int64;@genfield_nameid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_frm_file_multi_sel_def,controller,@formid:System.Int64;@filemslistid:System.Int64;@filemsattrid:System.Int64,@message:System.String;@transaction_status:System.String,1
controlling.usp_INS_function_list,controller,@functionlistid:System.Int64;@functionid:System.Int64;@listposition:System.Int16,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_function_list_name,controller,@mnemonic:System.String;@functionlist_name:System.String;@description:System.String,@message:System.String;@transaction_status:System.String;@newrecordid:System.Int64,0
controlling.usp_INS_people_list,controller,@peoplelistid:System.Int64;@sidid:System.Int64;@listposition:System.Int16,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_people_list_name,controller,@mnemonic:System.String;@peoplelist_name:System.String;@description:System.String,@message:System.String;@transaction_status:System.String;@newrecordid:System.Int64,0
controlling.usp_INS_tag_br_tr_perm_flist,controller,@tag_br_treeid:System.Int64;@functionlistid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_tag_br_tr_perm_plist,controller,@tag_br_treeid:System.Int64;@peoplelistid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_tag_browsing_tree_name,controller,@mnemonic:System.String;@browsing_tree_name:System.String;@description:System.String;@listposition:System.Int32,@message:System.String;@transaction_status:System.String;@newrecordid:System.Int64,0
controlling.usp_INS_tag_group_id_name,controller,@mnemonic:System.String;@tag_group_name:System.String;@description:System.String;@listposition:System.Int32,@message:System.String;@transaction_status:System.String;@newrecordid:System.Int64,0
controlling.usp_INS_tag_group_perm_flist,controller,@tag_groupid:System.Int64;@functionlistid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_tag_group_perm_plist,controller,@tag_groupid:System.Int64;@peoplelistid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_tag_tree_name,controller,@mnemonic:System.String;@tag_tree_name:System.String;@description:System.String;@listposition:System.Int32,@message:System.String;@transaction_status:System.String;@newrecordid:System.Int64,0
controlling.usp_INS_tag_tree_perm_flist,controller,@tag_treeid:System.Int64;@functionlistid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_tag_tree_perm_plist,controller,@tag_treeid:System.Int64;@peoplelistid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_transaction_group,controller,@transaction_note:System.String,@message:System.String;@transaction_status:System.String;@newgroupid:System.Int64,0
controlling.usp_INS_wf_step_duty_funct,controller,@instance_step_id:System.Int64;@functionid:System.Int64;@outputid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_INS_workflow_instance_def,controller,@documentid:System.String;@workflow_model_id:System.Int64;@present_step_id:System.Int64;@notes:System.String,@message:System.String;@transaction_status:System.String;@newrecordid:System.Int64,0
controlling.usp_INS_workflow_instance_step,controller,@instanceid:System.Int64;@model_step_id:System.Int64;@step_status_id:System.Int64;@date1:System.DateTime;@date2:System.DateTime;@date3:System.DateTime,@message:System.String;@transaction_status:System.String;@newrecordid:System.Int64,0
controlling.usp_INS_workflow_participant,controller,@instance_step_id:System.Int64;@sidid:System.Int64;@outputid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_SEL_all_recent_sids,controller,@minutes:System.Int32,@message:System.String;@transaction_status:System.String;@numrows:System.Int32,1
controlling.usp_SEL_all_sid_list,controller,,@message:System.String;@transaction_status:System.String;@numrows:System.Int32,1
controlling.usp_SEL_contr_dc_grp_lnks_rstr,controller,@formid:System.Int64,@message:System.String;@transaction_status:System.String;@numrows:System.Int64;@numdocs:System.Int64,1
controlling.usp_SEL_contr_doc_groups_restr,controller,,@message:System.String;@transaction_status:System.String;@numrows:System.Int64,1
controlling.usp_SEL_contr_file_groups_rstr,controller,,@message:System.String;@transaction_status:System.String;@numrows:System.Int64,1
controlling.usp_SEL_contr_fl_grp_lnks_rstr,controller,@formid:System.Int64,@message:System.String;@transaction_status:System.String;@numrows:System.Int64;@numfiles:System.Int64,1
controlling.usp_SEL_controllers_form_groups,controller,,@message:System.String;@transaction_status:System.String,1
controlling.usp_SEL_controllers_forms,controller,,@message:System.String;@transaction_status:System.String;@numrows:System.Int64,1
controlling.usp_SEL_del_log_by_file_id,controller,@fileid:System.String,@message:System.String;@transaction_status:System.String;@numrows:System.Int64,1
controlling.usp_SEL_del_log_by_filename,controller,@likestring:System.String,@message:System.String;@transaction_status:System.String;@numrows:System.Int64,1
controlling.usp_SEL_del_log_by_sid_id,controller,@user_sid_id:System.Int64,@message:System.String;@transaction_status:System.String;@numrows:System.Int64,1
controlling.usp_SEL_del_log_by_username,controller,@likestring:System.String,@message:System.String;@transaction_status:System.String;@numrows:System.Int64,1
controlling.usp_SEL_del_log_date_between,controller,@earlier_date:System.DateTime;@later_date:System.DateTime,@message:System.String;@transaction_status:System.String;@numrows:System.Int64,1
controlling.usp_SEL_dg_ed_perm_funct_list,controller,,@message:System.String;@transaction_status:System.String,1
controlling.usp_SEL_dg_ed_perm_people_list,controller,,@message:System.String;@transaction_status:System.String,1
controlling.usp_SEL_doc_groups_by_f_list,controller,@functionlistid:System.Int64,@message:System.String;@transaction_status:System.String,1
controlling.usp_SEL_doc_groups_by_p_list,controller,@peoplelistid:System.Int64,@message:System.String;@transaction_status:System.String,1
controlling.usp_SEL_docs_by_contr_doc_grp,controller,@contr_doc_ed_grp_name_id:System.Int64;@formid:System.Int64,@message:System.String;@transaction_status:System.String;@numrows:System.Int64;@numdocs:System.Int64,1
controlling.usp_SEL_f_list_by_doc_group,controller,@docgroupid:System.Int64,@message:System.String;@transaction_status:System.String,1
controlling.usp_SEL_fgepfl_by_file_group,controller,@filegroupid:System.Int64,@message:System.String;@transaction_status:System.String,1
controlling.usp_SEL_fgeppl_by_file_group,controller,@filegroupid:System.Int64,@message:System.String;@transaction_status:System.String,1
controlling.usp_SEL_file_groups_by_fgepfl,controller,@functionlistid:System.Int64,@message:System.String;@transaction_status:System.String,1
controlling.usp_SEL_file_groups_by_fgeppl,controller,@peoplelistid:System.Int64,@message:System.String;@transaction_status:System.String,1
controlling.usp_SEL_file_grp_ed_prm_f_lsts,controller,,@message:System.String;@transaction_status:System.String,1
controlling.usp_SEL_file_grp_ed_prm_p_lsts,controller,,@message:System.String;@transaction_status:System.String,1
controlling.usp_SEL_files_by_contr_file_grp,controller,@contr_file_ed_grp_name_id:System.Int64;@formid:System.Int64,@message:System.String;@transaction_status:System.String;@numrows:System.Int64;@numfiles:System.Int64,1
controlling.usp_SEL_p_list_by_doc_group,controller,@docgroupid:System.Int64,@message:System.String;@transaction_status:System.String,1
controlling.usp_SEL_read_log_by_file_id,controller,@fileid:System.String,@message:System.String;@transaction_status:System.String;@numrows:System.Int64,1
controlling.usp_SEL_read_log_by_filename,controller,@likestring:System.String,@message:System.String;@transaction_status:System.String;@numrows:System.Int64,1
controlling.usp_SEL_read_log_by_sid_id,controller,@user_sid_id:System.Int64,@message:System.String;@transaction_status:System.String;@numrows:System.Int64,1
controlling.usp_SEL_read_log_by_username,controller,@likestring:System.String,@message:System.String;@transaction_status:System.String;@numrows:System.Int64,1
controlling.usp_SEL_read_log_date_between,controller,@earlier_date:System.DateTime;@later_date:System.DateTime,@message:System.String;@transaction_status:System.String;@numrows:System.Int64,1
controlling.usp_UPD_common_obj_list_item,controller,@commonobjlistid:System.Int64;@commonobjectid:System.Int64;@listposition:System.Int16,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_common_object,controller,@recordid:System.Int64;@mnemonic:System.String;@objectname:System.String;@description:System.String;@commonobjattrid:System.Int32,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_contr_doc_group_link,controller,@documentid:System.String;@recordid:System.Int64;@inputnotes:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_contr_file_group_link,controller,@fileid:System.String;@recordid:System.Int64;@inputnotes:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_dc_gp_ed_prm_fct_notes,controller,@docgroupid:System.Int64;@functionlistid:System.Int64;@inputnotes:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_dc_gp_ed_prm_ppl_notes,controller,@docgroupid:System.Int64;@peoplelistid:System.Int64;@inputnotes:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_doc_group_name_rstr,controller,@recordid:System.Int64;@mnemonic:System.String;@attribute_name:System.String;@description:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_duty_function,controller,@recordid:System.Int64;@mnemonic:System.String;@function_name:System.String;@description:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_duty_function_sid_link,controller,@functionid:System.Int64;@sidrecordid:System.Int64;@inputnotes:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_file_group_name,controller,@recordid:System.Int64;@mnemonic:System.String;@attribute_name:System.String;@description:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_fl_gp_ed_prm_fct_notes,controller,@filegroupid:System.Int64;@functionlistid:System.Int64;@inputnotes:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_fl_gp_ed_prm_ppl_notes,controller,@filegroupid:System.Int64;@peoplelistid:System.Int64;@inputnotes:System.String,@message:System.String;@transaction_status:System.String,0
