Stored procedure,Authentication,Input Parameters,Data Type,"OptionalOrMandatory
",Output Parameters,Data Type,Alias,Data Type,Description
[reading].[usp_SEL_wf_funct_output_files],,,,,,,Duty Function Name,nvarchar(50),
[reading].[usp_SEL_wf_funct_output_files],,,,,,,Duty Function Description,nvarchar(max),
[reading].[usp_SEL_wf_funct_output_files],,,,,,,Duty Function List Position,int,
[reading].[usp_SEL_wf_funct_output_files],,,,,,,Workflow Instance ID,bigint,
[reading].[usp_SEL_wf_funct_output_files],,,,,,,Workflow Model ID,bigint,
[reading].[usp_SEL_wf_funct_output_files],,,,,,,Workflow Model Name,nvarchar(50),
[reading].[usp_SEL_wf_funct_output_files],,,,,,,Model Mnemonic,nvarchar(10),
[reading].[usp_SEL_wf_funct_output_files],,,,,,,Model Description,nvarchar(max),
[reading].[usp_SEL_wf_funct_output_files],,,,,,,Model List Position,int,
[reading].[usp_SEL_wf_funct_output_files],,,,,,,Workflow Instance Step ID,bigint,
[reading].[usp_SEL_wf_funct_output_files],,,,,,,Present Step ID,bigint,
[reading].[usp_SEL_wf_funct_output_files],,,,,,,Step Status ID,bigint,
[reading].[usp_SEL_wf_funct_output_files],,,,,,,Status Mnemonic,nvarchar(10),
[reading].[usp_SEL_wf_funct_output_files],,,,,,,Status Name,nvarchar(50),
[reading].[usp_SEL_wf_funct_output_files],,,,,,,Status Description,nvarchar(max),
[reading].[usp_SEL_wf_funct_output_files],,,,,,,Workflow Output ID,bigint,
[reading].[usp_SEL_wf_funct_output_files],,,,,,,Output Definition Mnemonic,nvarchar(10),
[reading].[usp_SEL_wf_funct_output_files],,,,,,,Output Definition Name,nvarchar(50),
[reading].[usp_SEL_wf_funct_output_files],,,,,,,Output Definition Description,nvarchar(max),
[reading].[usp_SEL_wf_input_files_by_step],None,@instance_step_id,bigint,Mandatory,@message,nvarchar(1000),Workflow Instance Step ID,bigint,Lists workflow instance input files for a given workflow instance step.
[reading].[usp_SEL_wf_input_files_by_step],,,,,@transaction_status,nvarchar(50),File ID,bigint,Only returns data for cases where the user has viewing rights to the document. 
[reading].[usp_SEL_wf_input_files_by_step],,,,,@numrows,bigint,Filename,nvarchar(255),
[reading].[usp_SEL_wf_input_files_by_step],,,,,,,,,
[reading].[usp_SEL_wf_input_step_files],None,,,,@message,nvarchar(1000),File ID,bigint,Lists all workflow instance input files.
[reading].[usp_SEL_wf_input_step_files],,,,,@transaction_status,nvarchar(50),Filename,nvarchar(255),Only returns data for cases where the user has viewing rights to the document. 
[reading].[usp_SEL_wf_input_step_files],,,,,@numrows,bigint,Workflow Instance ID,bigint,
[reading].[usp_SEL_wf_input_step_files],,,,,,,Workflow Model ID,bigint,
[reading].[usp_SEL_wf_input_step_files],,,,,,,Workflow Model Name,nvarchar(50),
[reading].[usp_SEL_wf_input_step_files],,,,,,,Model Mnemonic,nvarchar(10),
[reading].[usp_SEL_wf_input_step_files],,,,,,,Model Description,nvarchar(max),
[reading].[usp_SEL_wf_input_step_files],,,,,,,Model List Position,int,
[reading].[usp_SEL_wf_input_step_files],,,,,,,Workflow Instance Step ID,bigint,
[reading].[usp_SEL_wf_input_step_files],,,,,,,Present Step ID,bigint,
[reading].[usp_SEL_wf_input_step_files],,,,,,,Step Status ID,bigint,
[reading].[usp_SEL_wf_input_step_files],,,,,,,Status Mnemonic,nvarchar(10),
[reading].[usp_SEL_wf_input_step_files],,,,,,,Status Name,nvarchar(50),
[reading].[usp_SEL_wf_input_step_files],,,,,,,Status Description,nvarchar(max),
[reading].[usp_SEL_wf_inst_def_by_doc],None,,,,@message,nvarchar(1000),Document ID,nvarchar(50),Returns all of the workflow instance definitions and associated workflow model details for a given document ID.
[reading].[usp_SEL_wf_inst_def_by_doc],,,,,@transaction_status,nvarchar(50),Workflow Instance ID,bigint,
[reading].[usp_SEL_wf_inst_def_by_doc],,,,,@numrows,bigint,Workflow Model ID,bigint,
[reading].[usp_SEL_wf_inst_def_by_doc],,,,,,,Workflow Model Name,nvarchar(50),
[reading].[usp_SEL_wf_inst_def_by_doc],,,,,,,Mnemonic,nvarchar(10),
[reading].[usp_SEL_wf_inst_def_by_doc],,,,,,,Description,nvarchar(max),
[reading].[usp_SEL_wf_inst_def_by_doc],,,,,,,Present Step ID,bigint,
[reading].[usp_SEL_wf_inst_def_by_doc],,,,,,,Create Date,datetime,
[reading].[usp_SEL_wf_inst_def_by_doc],,,,,,,Notes,nvarchar(max),
[reading].[usp_SEL_wf_inst_def_by_model],None,@workflow_model_id,bigint,Mandatory,@message,nvarchar(1000),Workflow Model ID,bigint,Returns all of the workflow instance definitions and associated workflow model details for a given model ID.
[reading].[usp_SEL_wf_inst_def_by_model],,,,,@transaction_status,nvarchar(50),Workflow Instance ID,bigint,
[reading].[usp_SEL_wf_inst_def_by_model],,,,,@numrows,bigint,Document ID,nvarchar(50),
[reading].[usp_SEL_wf_inst_def_by_model],,,,,,,Workflow Model ID,bigint,
[reading].[usp_SEL_wf_inst_def_by_model],,,,,,,Workflow Model Name,nvarchar(50),
[reading].[usp_SEL_wf_inst_def_by_model],,,,,,,Mnemonic,nvarchar(10),
[reading].[usp_SEL_wf_inst_def_by_model],,,,,,,Description,nvarchar(max),
[reading].[usp_SEL_wf_inst_def_by_model],,,,,,,Present Step ID,bigint,
[reading].[usp_SEL_wf_inst_def_by_model],,,,,,,Create Date,datetime,
[reading].[usp_SEL_wf_inst_def_by_model],,,,,,,Notes,nvarchar(max),
[reading].[usp_SEL_wf_inst_steps_by_inst],None,@instanceid,bigint,Mandatory,@message,nvarchar(1000),Workflow Instance ID,int,Returns denormalised data for all instance steps for a given workflow instance ID.
[reading].[usp_SEL_wf_inst_steps_by_inst],,,,,@transaction_status,nvarchar(50),Sequence,int,
[reading].[usp_SEL_wf_inst_steps_by_inst],,,,,@num_steps,int,Record ID,bigint,
[reading].[usp_SEL_wf_inst_steps_by_inst],,,,,@num_records,int,Workflow Instance Step ID,bigint,
[reading].[usp_SEL_wf_inst_steps_by_inst],,,,,,,Field Type,nvarchar(50),
[reading].[usp_SEL_wf_inst_steps_by_inst],,,,,,,Field ID,bigint,
[reading].[usp_SEL_wf_inst_steps_by_inst],,,,,,,Field Mnemonic,nvarchar(10),
[reading].[usp_SEL_wf_inst_steps_by_inst],,,,,,,Field Name,nvarchar(50),
[reading].[usp_SEL_wf_inst_steps_by_inst],,,,,,,Attribute ID,bigint,
[reading].[usp_SEL_wf_inst_steps_by_inst],,,,,,,Attribute Mnemonic,nvarchar(10),
[reading].[usp_SEL_wf_inst_steps_by_inst],,,,,,,Attribute Name,nvarchar(50),
[reading].[usp_SEL_wf_inst_steps_by_inst],,,,,,,Long Text Value,nvarchar(max),
[reading].[usp_SEL_wf_inst_steps_by_inst],,,,,,,Step Order,int,
[reading].[usp_SEL_wf_inst_steps_by_inst],,,,,,,Step Transition ID,bigint,
[reading].[usp_SEL_wf_inst_steps_by_inst],,,,,,,To Step ID,bigint,
[reading].[usp_SEL_wf_inst_steps_by_inst],,,,,,,Rule Value,int,
[reading].[usp_SEL_wf_inst_steps_by_inst],,,,,,,Date Value,datetime,
[reading].[usp_SEL_wf_people_by_step_id],None,@instance_step_id,bigint,Mandatory,@message,nvarchar(1000),Workflow Instance Step ID,bigint,Outputs workflow participants and associated data for a given instance step ID.
[reading].[usp_SEL_wf_people_by_step_id],,,,,@transaction_status,nvarchar(50),Database Username,nvarchar(200),Only returns data for cases where the user has viewing rights to the document. 
[reading].[usp_SEL_wf_people_by_step_id],,,,,@numrows,bigint,Email Address,nvarchar(255),
[reading].[usp_SEL_wf_people_by_step_id],,,,,,,User ID,bigint,
[reading].[usp_SEL_wf_people_by_step_id],,,,,,,System Username,nvarchar(128),
[reading].[usp_SEL_wf_people_by_step_id],,,,,,,User Description,nvarchar(max),
[reading].[usp_SEL_wf_people_by_step_id],,,,,,,Windows Account Current,nvarchar(5),
[reading].[usp_SEL_wf_people_files_by_step],None,@instance_step_id,bigint,Mandatory,@message,nvarchar(1000),Workflow Instance Step ID,bigint,Selects files data from workflow_instances.workflow_person_output_files for a given step ID.
[reading].[usp_SEL_wf_people_files_by_step],,,,,@transaction_status,nvarchar(50),File ID,bigint,Only returns data for cases where the user has viewing rights to the document. 
[reading].[usp_SEL_wf_people_files_by_step],,,,,@numrows,bigint,Filename,nvarchar(255),
[reading].[usp_SEL_wf_people_files_by_step],,,,,,,Database Username,nvarchar(100),
[reading].[usp_SEL_wf_people_files_by_step],,,,,,,Email Address,nvarchar(255),
[reading].[usp_SEL_wf_people_files_by_step],,,,,,,User ID,bigint,
[reading].[usp_SEL_wf_people_files_by_step],,,,,,,System Username,nvarchar(128),
[reading].[usp_SEL_wf_people_files_by_step],,,,,,,Windows Account Current,nvarchar(5),
[reading].[usp_SEL_wf_people_output_files],None,,,,@message,nvarchar(1000),File ID,bigint,Select output files linked to steps via individuals.
[reading].[usp_SEL_wf_people_output_files],,,,,@transaction_status,nvarchar(50),Filename,nvarchar(255),Only returns data for cases where the user has viewing rights to the document. 
[reading].[usp_SEL_wf_people_output_files],,,,,@numrows,bigint,Database Username,nvarchar(100),
[reading].[usp_SEL_wf_people_output_files],,,,,,,User ID,bigint,
[reading].[usp_SEL_wf_people_output_files],,,,,,,System Username,nvarchar(128),
[reading].[usp_SEL_wf_people_output_files],,,,,,,Workflow Instance ID,bigint,
[reading].[usp_SEL_wf_people_output_files],,,,,,,Workflow Model ID,bigint,
[reading].[usp_SEL_wf_people_output_files],,,,,,,Workflow Model Name,nvarchar(50),
[reading].[usp_SEL_wf_people_output_files],,,,,,,Model Mnemonic,nvarchar(10),
[reading].[usp_SEL_wf_people_output_files],,,,,,,Model Description,nvarchar(max),
[reading].[usp_SEL_wf_people_output_files],,,,,,,Model List Position,int,
[reading].[usp_SEL_wf_people_output_files],,,,,,,Workflow Instance Step ID,bigint,
[reading].[usp_SEL_wf_people_output_files],,,,,,,Present Step ID,bigint,
[reading].[usp_SEL_wf_people_output_files],,,,,,,Step Status ID,bigint,
[reading].[usp_SEL_wf_people_output_files],,,,,,,Status Mnemonic,nvarchar(10),
[reading].[usp_SEL_wf_people_output_files],,,,,,,Status Name,nvarchar(50),
[reading].[usp_SEL_wf_people_output_files],,,,,,,Status Description,nvarchar(max),
[reading].[usp_SEL_wf_people_output_files],,,,,,,Workflow Output ID,bigint,
[reading].[usp_SEL_wf_people_output_files],,,,,,,Output Definition Mnemonic,nvarchar(10),
[reading].[usp_SEL_wf_people_output_files],,,,,,,Output Definition Name,nvarchar(50),
[reading].[usp_SEL_wf_people_output_files],,,,,,,Output Definition Description,nvarchar(max),
[reading].[usp_SEL_wf_people_output_files],,,,,,,Windows Account Current,nvarchar(5),
[reading].[usp_SEL_wf_rules_by_model_step],None,@workflow_step_id,bigint,Mandatory,@message,nvarchar(1000),Workflow Model Step ID,bigint,Selects workflow rules linked to a given workflow step definition.
[reading].[usp_SEL_wf_rules_by_model_step],,,,,@transaction_status,nvarchar(50),Workflow Rule ID,bigint,
[reading].[usp_SEL_wf_rules_by_model_step],,,,,,,Workflow Rule Name,nvarchar(50),
[reading].[usp_SEL_wf_rules_by_model_step],,,,,,,Mnemonic,nvarchar(10),
[reading].[usp_SEL_wf_rules_by_model_step],,,,,,,Description,nvarchar(max),
[reading].[usp_SEL_wf_rules_by_model_step],,,,,,,List Position,int,
[reading].[usp_SEL_wf_step_duty_functs],None,,,,@message,nvarchar(1000),Duty Function ID,bigint,Outputs all duty functions and associated data linked to workflow instances.
[reading].[usp_SEL_wf_step_duty_functs],,,,,@transaction_status,nvarchar(50),Duty Function Mnemonic,nvarchar(10),Only returns data for cases where the user has viewing rights to the document. 
[reading].[usp_SEL_wf_step_duty_functs],,,,,@numrows,bigint,Duty Function Name,nvarchar(50),
[reading].[usp_SEL_wf_step_duty_functs],,,,,,,Duty Function Description,nvarchar(max),
[reading].[usp_SEL_wf_step_duty_functs],,,,,,,Duty Function List Position,int,
[reading].[usp_SEL_wf_step_duty_functs],,,,,,,Workflow Instance ID,bigint,
[reading].[usp_SEL_wf_step_duty_functs],,,,,,,Workflow Model ID,bigint,
[reading].[usp_SEL_wf_step_duty_functs],,,,,,,Workflow Model Name,nvarchar(50),
[reading].[usp_SEL_wf_step_duty_functs],,,,,,,Model Mnemonic,nvarchar(10),
[reading].[usp_SEL_wf_step_duty_functs],,,,,,,Model Description,nvarchar(max),
[reading].[usp_SEL_wf_step_duty_functs],,,,,,,Model List Position,int,
[reading].[usp_SEL_wf_step_duty_functs],,,,,,,Workflow Instance Step ID,bigint,
[reading].[usp_SEL_wf_step_duty_functs],,,,,,,Present Step ID,bigint,
[reading].[usp_SEL_wf_step_duty_functs],,,,,,,Step Status ID,bigint,
[reading].[usp_SEL_wf_step_duty_functs],,,,,,,Status Mnemonic,nvarchar(10),
[reading].[usp_SEL_wf_step_duty_functs],,,,,,,Status Name,nvarchar(50),
[reading].[usp_SEL_wf_step_duty_functs],,,,,,,Status Description,nvarchar(max),
[reading].[usp_SEL_wf_step_duty_functs],,,,,,,Workflow Output ID,bigint,
[reading].[usp_SEL_wf_step_duty_functs],,,,,,,Output Definition Mnemonic,nvarchar(10),
[reading].[usp_SEL_wf_step_duty_functs],,,,,,,Output Definition Name,nvarchar(50),
[reading].[usp_SEL_wf_step_duty_functs],,,,,,,Output Definition Description,nvarchar(max),
[reading].[usp_SEL_wf_step_get_ancestors],None,@instance_step_id,bigint,Mandatory,@message,nvarchar(1000),Sequence,bigint,Selects the data for all of the ancestors of a given instance step ID.
[reading].[usp_SEL_wf_step_get_ancestors],,,,,@transaction_status,nvarchar(50),Record ID,bigint,
[reading].[usp_SEL_wf_step_get_ancestors],,,,,@num_nodes,bigint,Workflow Instance Step ID,bigint,
[reading].[usp_SEL_wf_step_get_ancestors],,,,,@num_records,bigint,Field Type,nvarchar(50),
[reading].[usp_SEL_wf_step_get_ancestors],,,,,,,Field ID,bigint,
[reading].[usp_SEL_wf_step_get_ancestors],,,,,,,Field Mnemonic,nvarchar(10),
[reading].[usp_SEL_wf_step_get_ancestors],,,,,,,Field Name,nvarchar(50),
[reading].[usp_SEL_wf_step_get_ancestors],,,,,,,Attribute ID,bigint,
[reading].[usp_SEL_wf_step_get_ancestors],,,,,,,Attribute Mnemonic,nvarchar(10),
[reading].[usp_SEL_wf_step_get_ancestors],,,,,,,Attribute Name,nvarchar(50),
[reading].[usp_SEL_wf_step_get_ancestors],,,,,,,Long Text Value,nvarchar(4000,
[reading].[usp_SEL_wf_step_get_ancestors],,,,,,,Step Order,int,
[reading].[usp_SEL_wf_step_get_ancestors],,,,,,,Rule Value,int,
[reading].[usp_SEL_wf_step_get_ancestors],,,,,,,Data Value,datetime,
[reading].[usp_SEL_wf_step_get_descendts],None,@instance_step_id,bigint,Mandatory,@message,nvarchar(1000),Sequence,bigint,Selects the data for descendants of a given instance step ID.
[reading].[usp_SEL_wf_step_get_descendts],,,,,@transaction_status,nvarchar(50),Record ID,bigint,
[reading].[usp_SEL_wf_step_get_descendts],,,,,@num_nodes,bigint,Workflow Instance Step ID,bigint,
[reading].[usp_SEL_wf_step_get_descendts],,,,,@num_records,bigint,Field Type,nvarchar(50),
[reading].[usp_SEL_wf_step_get_descendts],,,,,,,Field ID,bigint,
[reading].[usp_SEL_wf_step_get_descendts],,,,,,,Field Mnemonic,nvarchar(10),
[reading].[usp_SEL_wf_step_get_descendts],,,,,,,Field Name,nvarchar(50),
[reading].[usp_SEL_wf_step_get_descendts],,,,,,,Attribute ID,bigint,
[reading].[usp_SEL_wf_step_get_descendts],,,,,,,Attribute Mnemonic,nvarchar(10),
[reading].[usp_SEL_wf_step_get_descendts],,,,,,,Attribute Name,nvarchar(50),
[reading].[usp_SEL_wf_step_get_descendts],,,,,,,Long Text Value,nvarchar(4000,
[reading].[usp_SEL_wf_step_get_descendts],,,,,,,Step Order,int,
[reading].[usp_SEL_wf_step_get_descendts],,,,,,,Rule Value,int,
[reading].[usp_SEL_wf_step_get_descendts],,,,,,,Data Value,datetime,
[reading].[usp_SEL_wf_step_get_parents],None,@instance_step_id,bigint,Mandatory,@message,nvarchar(1000),Sequence,bigint,Selects the data for the parent of a given instance step ID.
[reading].[usp_SEL_wf_step_get_parents],,,,,@transaction_status,nvarchar(50),Record ID,bigint,
[reading].[usp_SEL_wf_step_get_parents],,,,,@num_nodes,bigint,Workflow Instance Step ID,bigint,
[reading].[usp_SEL_wf_step_get_parents],,,,,@num_records,bigint,Field Type,nvarchar(50),
[reading].[usp_SEL_wf_step_get_parents],,,,,,,Field ID,bigint,
[reading].[usp_SEL_wf_step_get_parents],,,,,,,Field Mnemonic,nvarchar(10),
[reading].[usp_SEL_wf_step_get_parents],,,,,,,Field Name,nvarchar(50),
[reading].[usp_SEL_wf_step_get_parents],,,,,,,Attribute ID,bigint,
[reading].[usp_SEL_wf_step_get_parents],,,,,,,Attribute Mnemonic,nvarchar(10),
[reading].[usp_SEL_wf_step_get_parents],,,,,,,Attribute Name,nvarchar(50),
[reading].[usp_SEL_wf_step_get_parents],,,,,,,Long Text Value,nvarchar(4000,
[reading].[usp_SEL_wf_step_get_parents],,,,,,,Step Order,int,
[reading].[usp_SEL_wf_step_get_parents],,,,,,,Rule Value,int,
[reading].[usp_SEL_wf_step_get_parents],,,,,,,Data Value,datetime,
[reading].[usp_SEL_wf_step_get_siblings],None,@instance_step_id,bigint,Mandatory,@message,nvarchar(1000),Sequence,bigint,Selects the data for the sibling of a given instance step ID.
[reading].[usp_SEL_wf_step_get_siblings],,,,,@transaction_status,nvarchar(50),Record ID,bigint,
[reading].[usp_SEL_wf_step_get_siblings],,,,,@num_nodes,bigint,Workflow Instance Step ID,bigint,
[reading].[usp_SEL_wf_step_get_siblings],,,,,@num_records,bigint,Field Type,nvarchar(50),
[reading].[usp_SEL_wf_step_get_siblings],,,,,,,Field ID,bigint,
[reading].[usp_SEL_wf_step_get_siblings],,,,,,,Field Mnemonic,nvarchar(10),
[reading].[usp_SEL_wf_step_get_siblings],,,,,,,Field Name,nvarchar(50),
[reading].[usp_SEL_wf_step_get_siblings],,,,,,,Attribute ID,bigint,
[reading].[usp_SEL_wf_step_get_siblings],,,,,,,Attribute Mnemonic,nvarchar(10),
[reading].[usp_SEL_wf_step_get_siblings],,,,,,,Attribute Name,nvarchar(50),
[reading].[usp_SEL_wf_step_get_siblings],,,,,,,Long Text Value,nvarchar(4000,
[reading].[usp_SEL_wf_step_get_siblings],,,,,,,Step Order,int,
[reading].[usp_SEL_wf_step_get_siblings],,,,,,,Rule Value,int,
[reading].[usp_SEL_wf_step_get_siblings],,,,,,,Data Value,datetime,
[reading].[usp_SEL_wf_step_get_step_data],None,@instance_step_id,bigint,Mandatory,@message,nvarchar(1000),Workflow Instance Step ID,bigint,Selects the data for a given instance step ID.
[reading].[usp_SEL_wf_step_get_step_data],,,,,@transaction_status,nvarchar(50),Record ID,bigint,
[reading].[usp_SEL_wf_step_get_step_data],,,,,@num_records,bigint,Field Type,nvarchar(50),
[reading].[usp_SEL_wf_step_get_step_data],,,,,,,Field ID,bigint,
[reading].[usp_SEL_wf_step_get_step_data],,,,,,,Field Mnemonic,nvarchar(10),
[reading].[usp_SEL_wf_step_get_step_data],,,,,,,Field Name,nvarchar(50),
[reading].[usp_SEL_wf_step_get_step_data],,,,,,,Attribute ID,bigint,
[reading].[usp_SEL_wf_step_get_step_data],,,,,,,Attribute Mnemonic,nvarchar(10),
[reading].[usp_SEL_wf_step_get_step_data],,,,,,,Attribute Name,nvarchar(50),
[reading].[usp_SEL_wf_step_get_step_data],,,,,,,Long Text Value,nvarchar(4000),
[reading].[usp_SEL_wf_step_get_step_data],,,,,,,Step Order,int,
[reading].[usp_SEL_wf_step_get_step_data],,,,,,,Step Transition ID,bigint,
[reading].[usp_SEL_wf_step_get_step_data],,,,,,,To Step ID,bigint,
[reading].[usp_SEL_wf_step_get_step_data],,,,,,,Rule Value,int,
[reading].[usp_SEL_wf_step_get_step_data],,,,,,,Date Value,datetime,
[reading].[usp_SEL_wf_step_participants],None,,,,@message,nvarchar(1000),Person Name,nvarchar(100),Outputs all workflow participants and associated data.
[reading].[usp_SEL_wf_step_participants],,,,,@transaction_status,nvarchar(50),Email Address,nvarchar(255),Only returns data for cases where the use has viewing rights to the document. 
